sectors,year,mask,regions,aogcm
13.0,2047,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2048,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2049,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2050,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2051,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2052,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2053,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2054,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2055,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2056,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2057,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2058,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2059,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2060,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2061,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2062,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2063,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2064,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2065,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2066,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2067,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2068,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2069,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2070,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2071,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2072,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2073,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2074,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2075,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2076,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2077,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2078,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2079,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2080,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2081,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2082,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2083,0.0,2.0,UKESM1-0-LL_ssp585
13.0,2084,6.481723e-05,2.0,UKESM1-0-LL_ssp585
13.0,2085,7.778067e-05,2.0,UKESM1-0-LL_ssp585
13.0,2086,9.074412e-05,2.0,UKESM1-0-LL_ssp585
13.0,2087,9.074412e-05,2.0,UKESM1-0-LL_ssp585
13.0,2088,0.00011234986,2.0,UKESM1-0-LL_ssp585
13.0,2089,0.0001598825,2.0,UKESM1-0-LL_ssp585
13.0,2090,0.00022469973,2.0,UKESM1-0-LL_ssp585
13.0,2091,0.00022469973,2.0,UKESM1-0-LL_ssp585
13.0,2092,0.00022469973,2.0,UKESM1-0-LL_ssp585
13.0,2093,0.00022469973,2.0,UKESM1-0-LL_ssp585
13.0,2094,0.00022469973,2.0,UKESM1-0-LL_ssp585
13.0,2095,0.00022469973,2.0,UKESM1-0-LL_ssp585
13.0,2096,0.00023766317,2.0,UKESM1-0-LL_ssp585
13.0,2097,0.00039322453,2.0,UKESM1-0-LL_ssp585
13.0,2098,0.00041050912,2.0,UKESM1-0-LL_ssp585
13.0,2099,0.00045804176,2.0,UKESM1-0-LL_ssp585
13.0,2100,0.000522859,2.0,UKESM1-0-LL_ssp585
14.0,1995,0.0,2.0,UKESM1-0-LL_ssp585
14.0,1996,0.0,2.0,UKESM1-0-LL_ssp585
14.0,1997,0.0,2.0,UKESM1-0-LL_ssp585
14.0,1998,0.0,2.0,UKESM1-0-LL_ssp585
14.0,1999,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2000,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2001,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2002,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2003,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2004,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2005,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2006,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2007,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2008,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2009,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2010,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2011,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2012,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2013,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2014,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2015,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2016,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2017,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2018,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2019,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2020,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2021,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2022,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2023,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2024,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2025,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2026,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2027,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2028,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2029,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2030,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2031,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2032,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2033,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2034,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2035,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2036,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2037,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2038,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2039,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2040,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2041,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2042,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2043,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2044,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2045,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2046,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2047,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2048,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2049,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2050,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2051,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2052,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2053,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2054,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2055,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2056,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2057,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2058,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2059,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2060,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2061,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2062,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2063,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2064,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2065,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2066,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2067,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2068,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2069,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2070,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2071,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2072,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2073,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2074,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2075,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2076,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2077,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2078,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2079,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2080,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2081,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2082,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2083,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2084,0.0,2.0,UKESM1-0-LL_ssp585
14.0,2085,4.682964e-05,2.0,UKESM1-0-LL_ssp585
14.0,2086,0.00015219634,2.0,UKESM1-0-LL_ssp585
14.0,2087,0.00015219634,2.0,UKESM1-0-LL_ssp585
14.0,2088,0.00015219634,2.0,UKESM1-0-LL_ssp585
14.0,2089,0.00016390375,2.0,UKESM1-0-LL_ssp585
14.0,2090,0.00070244464,2.0,UKESM1-0-LL_ssp585
14.0,2091,0.00070244464,2.0,UKESM1-0-LL_ssp585
14.0,2092,0.00070244464,2.0,UKESM1-0-LL_ssp585
14.0,2093,0.00070244464,2.0,UKESM1-0-LL_ssp585
14.0,2094,0.00070244464,2.0,UKESM1-0-LL_ssp585
14.0,2095,0.00070244464,2.0,UKESM1-0-LL_ssp585
14.0,2096,0.00070244464,2.0,UKESM1-0-LL_ssp585
14.0,2097,0.0012175707,2.0,UKESM1-0-LL_ssp585
14.0,2098,0.0014751337,2.0,UKESM1-0-LL_ssp585
14.0,2099,0.0015805004,2.0,UKESM1-0-LL_ssp585
14.0,2100,0.0016039152,2.0,UKESM1-0-LL_ssp585
15.0,1995,0.0,2.0,UKESM1-0-LL_ssp585
15.0,1996,0.0,2.0,UKESM1-0-LL_ssp585
15.0,1997,0.0,2.0,UKESM1-0-LL_ssp585
15.0,1998,0.0,2.0,UKESM1-0-LL_ssp585
15.0,1999,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2000,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2001,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2002,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2003,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2004,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2005,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2006,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2007,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2008,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2009,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2010,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2011,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2012,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2013,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2014,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2015,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2016,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2017,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2018,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2019,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2020,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2021,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2022,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2023,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2024,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2025,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2026,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2027,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2028,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2029,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2030,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2031,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2032,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2033,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2034,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2035,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2036,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2037,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2038,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2039,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2040,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2041,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2042,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2043,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2044,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2045,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2046,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2047,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2048,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2049,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2050,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2051,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2052,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2053,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2054,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2055,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2056,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2057,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2058,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2059,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2060,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2061,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2062,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2063,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2064,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2065,0.0,2.0,UKESM1-0-LL_ssp585
15.0,2066,3.2475975e-05,2.0,UKESM1-0-LL_ssp585
15.0,2067,3.2475975e-05,2.0,UKESM1-0-LL_ssp585
15.0,2068,6.495195e-05,2.0,UKESM1-0-LL_ssp585
15.0,2069,6.495195e-05,2.0,UKESM1-0-LL_ssp585
15.0,2070,8.118994e-05,2.0,UKESM1-0-LL_ssp585
15.0,2071,0.00031664074,2.0,UKESM1-0-LL_ssp585
15.0,2072,0.0004952586,2.0,UKESM1-0-LL_ssp585
15.0,2073,0.0004952586,2.0,UKESM1-0-LL_ssp585
15.0,2074,0.0004952586,2.0,UKESM1-0-LL_ssp585
15.0,2075,0.0006008055,2.0,UKESM1-0-LL_ssp585
15.0,2076,0.0006008055,2.0,UKESM1-0-LL_ssp585
15.0,2077,0.0006738765,2.0,UKESM1-0-LL_ssp585
15.0,2078,0.0010554692,2.0,UKESM1-0-LL_ssp585
15.0,2079,0.001185373,2.0,UKESM1-0-LL_ssp585
15.0,2080,0.001225968,2.0,UKESM1-0-LL_ssp585
15.0,2081,0.001225968,2.0,UKESM1-0-LL_ssp585
15.0,2082,0.001250325,2.0,UKESM1-0-LL_ssp585
15.0,2083,0.0014127048,2.0,UKESM1-0-LL_ssp585
15.0,2084,0.0014695378,2.0,UKESM1-0-LL_ssp585
15.0,2085,0.0015588468,2.0,UKESM1-0-LL_ssp585
15.0,2086,0.0019323204,2.0,UKESM1-0-LL_ssp585
15.0,2087,0.0019972725,2.0,UKESM1-0-LL_ssp585
15.0,2088,0.0020784624,2.0,UKESM1-0-LL_ssp585
15.0,2089,0.002443817,2.0,UKESM1-0-LL_ssp585
15.0,2090,0.003832165,2.0,UKESM1-0-LL_ssp585
15.0,2091,0.005098728,2.0,UKESM1-0-LL_ssp585
15.0,2092,0.005098728,2.0,UKESM1-0-LL_ssp585
15.0,2093,0.005098728,2.0,UKESM1-0-LL_ssp585
15.0,2094,0.005106847,2.0,UKESM1-0-LL_ssp585
15.0,2095,0.005139323,2.0,UKESM1-0-LL_ssp585
15.0,2096,0.005943103,2.0,UKESM1-0-LL_ssp585
15.0,2097,0.009231295,2.0,UKESM1-0-LL_ssp585
15.0,2098,0.011740064,2.0,UKESM1-0-LL_ssp585
15.0,2099,0.012348989,2.0,UKESM1-0-LL_ssp585
15.0,2100,0.012551964,2.0,UKESM1-0-LL_ssp585
16.0,1995,0.0,3.0,UKESM1-0-LL_ssp585
16.0,1996,0.0,3.0,UKESM1-0-LL_ssp585
16.0,1997,0.0,3.0,UKESM1-0-LL_ssp585
16.0,1998,0.0,3.0,UKESM1-0-LL_ssp585
16.0,1999,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2000,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2001,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2002,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2003,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2004,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2005,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2006,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2007,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2008,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2009,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2010,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2011,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2012,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2013,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2014,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2015,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2016,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2017,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2018,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2019,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2020,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2021,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2022,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2023,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2024,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2025,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2026,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2027,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2028,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2029,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2030,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2031,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2032,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2033,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2034,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2035,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2036,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2037,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2038,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2039,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2040,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2041,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2042,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2043,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2044,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2045,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2046,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2047,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2048,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2049,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2050,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2051,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2052,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2053,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2054,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2055,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2056,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2057,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2058,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2059,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2060,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2061,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2062,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2063,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2064,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2065,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2066,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2067,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2068,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2069,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2070,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2071,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2072,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2073,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2074,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2075,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2076,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2077,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2078,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2079,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2080,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2081,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2082,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2083,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2084,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2085,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2086,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2087,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2088,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2089,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2090,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2091,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2092,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2093,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2094,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2095,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2096,0.0,3.0,UKESM1-0-LL_ssp585
16.0,2097,9.0810034e-05,3.0,UKESM1-0-LL_ssp585
16.0,2098,9.0810034e-05,3.0,UKESM1-0-LL_ssp585
16.0,2099,9.0810034e-05,3.0,UKESM1-0-LL_ssp585
16.0,2100,9.0810034e-05,3.0,UKESM1-0-LL_ssp585
17.0,1995,0.0,3.0,UKESM1-0-LL_ssp585
17.0,1996,0.0,3.0,UKESM1-0-LL_ssp585
17.0,1997,0.0,3.0,UKESM1-0-LL_ssp585
17.0,1998,0.0,3.0,UKESM1-0-LL_ssp585
17.0,1999,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2000,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2001,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2002,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2003,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2004,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2005,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2006,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2007,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2008,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2009,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2010,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2011,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2012,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2013,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2014,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2015,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2016,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2017,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2018,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2019,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2020,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2021,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2022,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2023,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2024,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2025,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2026,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2027,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2028,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2029,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2030,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2031,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2032,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2033,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2034,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2035,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2036,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2037,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2038,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2039,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2040,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2041,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2042,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2043,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2044,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2045,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2046,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2047,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2048,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2049,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2050,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2051,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2052,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2053,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2054,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2055,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2056,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2057,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2058,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2059,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2060,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2061,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2062,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2063,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2064,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2065,0.0,3.0,UKESM1-0-LL_ssp585
17.0,2066,0.0,3.0,UKESM1-0-LL_ssp585
