sectors,year,thermal_forcing,regions,aogcm
7.0,2089,3.207989,2.0,noresm1-m_rcp8.5
7.0,2090,3.2293024,2.0,noresm1-m_rcp8.5
7.0,2091,3.2609894,2.0,noresm1-m_rcp8.5
7.0,2092,3.2471075,2.0,noresm1-m_rcp8.5
7.0,2093,3.2838976,2.0,noresm1-m_rcp8.5
7.0,2094,3.2411294,2.0,noresm1-m_rcp8.5
7.0,2095,3.2486916,2.0,noresm1-m_rcp8.5
7.0,2096,3.2408628,2.0,noresm1-m_rcp8.5
7.0,2097,3.300178,2.0,noresm1-m_rcp8.5
7.0,2098,3.3132102,2.0,noresm1-m_rcp8.5
7.0,2099,3.3287807,2.0,noresm1-m_rcp8.5
7.0,2100,3.3061001,2.0,noresm1-m_rcp8.5
8.0,1995,1.8921775,2.0,noresm1-m_rcp8.5
8.0,1996,1.8797917,2.0,noresm1-m_rcp8.5
8.0,1997,1.8613125,2.0,noresm1-m_rcp8.5
8.0,1998,1.9034536,2.0,noresm1-m_rcp8.5
8.0,1999,1.9711597,2.0,noresm1-m_rcp8.5
8.0,2000,2.001954,2.0,noresm1-m_rcp8.5
8.0,2001,2.0519018,2.0,noresm1-m_rcp8.5
8.0,2002,2.0276024,2.0,noresm1-m_rcp8.5
8.0,2003,2.0514216,2.0,noresm1-m_rcp8.5
8.0,2004,2.083521,2.0,noresm1-m_rcp8.5
8.0,2005,2.153131,2.0,noresm1-m_rcp8.5
8.0,2006,2.1599295,2.0,noresm1-m_rcp8.5
8.0,2007,2.0935287,2.0,noresm1-m_rcp8.5
8.0,2008,2.0802274,2.0,noresm1-m_rcp8.5
8.0,2009,2.1185694,2.0,noresm1-m_rcp8.5
8.0,2010,2.1702392,2.0,noresm1-m_rcp8.5
8.0,2011,2.2351084,2.0,noresm1-m_rcp8.5
8.0,2012,2.2662745,2.0,noresm1-m_rcp8.5
8.0,2013,2.2831244,2.0,noresm1-m_rcp8.5
8.0,2014,2.3037806,2.0,noresm1-m_rcp8.5
8.0,2015,2.261151,2.0,noresm1-m_rcp8.5
8.0,2016,2.231479,2.0,noresm1-m_rcp8.5
8.0,2017,2.26807,2.0,noresm1-m_rcp8.5
8.0,2018,2.273206,2.0,noresm1-m_rcp8.5
8.0,2019,2.2196505,2.0,noresm1-m_rcp8.5
8.0,2020,2.2124882,2.0,noresm1-m_rcp8.5
8.0,2021,2.2294183,2.0,noresm1-m_rcp8.5
8.0,2022,2.1874132,2.0,noresm1-m_rcp8.5
8.0,2023,2.1839578,2.0,noresm1-m_rcp8.5
8.0,2024,2.1409595,2.0,noresm1-m_rcp8.5
8.0,2025,2.179943,2.0,noresm1-m_rcp8.5
8.0,2026,2.2444568,2.0,noresm1-m_rcp8.5
8.0,2027,2.2595556,2.0,noresm1-m_rcp8.5
8.0,2028,2.2694557,2.0,noresm1-m_rcp8.5
8.0,2029,2.3515697,2.0,noresm1-m_rcp8.5
8.0,2030,2.355803,2.0,noresm1-m_rcp8.5
8.0,2031,2.3371058,2.0,noresm1-m_rcp8.5
8.0,2032,2.3472555,2.0,noresm1-m_rcp8.5
8.0,2033,2.4072409,2.0,noresm1-m_rcp8.5
8.0,2034,2.4411376,2.0,noresm1-m_rcp8.5
8.0,2035,2.440681,2.0,noresm1-m_rcp8.5
8.0,2036,2.4409084,2.0,noresm1-m_rcp8.5
8.0,2037,2.4541705,2.0,noresm1-m_rcp8.5
8.0,2038,2.4674866,2.0,noresm1-m_rcp8.5
8.0,2039,2.5057259,2.0,noresm1-m_rcp8.5
8.0,2040,2.5328712,2.0,noresm1-m_rcp8.5
8.0,2041,2.5093396,2.0,noresm1-m_rcp8.5
8.0,2042,2.5457377,2.0,noresm1-m_rcp8.5
8.0,2043,2.555772,2.0,noresm1-m_rcp8.5
8.0,2044,2.6078837,2.0,noresm1-m_rcp8.5
8.0,2045,2.693541,2.0,noresm1-m_rcp8.5
8.0,2046,2.6835616,2.0,noresm1-m_rcp8.5
8.0,2047,2.6245148,2.0,noresm1-m_rcp8.5
8.0,2048,2.6712537,2.0,noresm1-m_rcp8.5
8.0,2049,2.6811426,2.0,noresm1-m_rcp8.5
8.0,2050,2.6946666,2.0,noresm1-m_rcp8.5
8.0,2051,2.670453,2.0,noresm1-m_rcp8.5
8.0,2052,2.7110643,2.0,noresm1-m_rcp8.5
8.0,2053,2.6994352,2.0,noresm1-m_rcp8.5
8.0,2054,2.6982646,2.0,noresm1-m_rcp8.5
8.0,2055,2.7310266,2.0,noresm1-m_rcp8.5
8.0,2056,2.6797392,2.0,noresm1-m_rcp8.5
8.0,2057,2.6644402,2.0,noresm1-m_rcp8.5
8.0,2058,2.7024379,2.0,noresm1-m_rcp8.5
8.0,2059,2.698546,2.0,noresm1-m_rcp8.5
8.0,2060,2.7035315,2.0,noresm1-m_rcp8.5
8.0,2061,2.7328136,2.0,noresm1-m_rcp8.5
8.0,2062,2.7667868,2.0,noresm1-m_rcp8.5
8.0,2063,2.732965,2.0,noresm1-m_rcp8.5
8.0,2064,2.7429566,2.0,noresm1-m_rcp8.5
8.0,2065,2.7221565,2.0,noresm1-m_rcp8.5
8.0,2066,2.7729607,2.0,noresm1-m_rcp8.5
8.0,2067,2.7854679,2.0,noresm1-m_rcp8.5
8.0,2068,2.7741694,2.0,noresm1-m_rcp8.5
8.0,2069,2.7866411,2.0,noresm1-m_rcp8.5
8.0,2070,2.792518,2.0,noresm1-m_rcp8.5
8.0,2071,2.810642,2.0,noresm1-m_rcp8.5
8.0,2072,2.817355,2.0,noresm1-m_rcp8.5
8.0,2073,2.8326366,2.0,noresm1-m_rcp8.5
8.0,2074,2.8730347,2.0,noresm1-m_rcp8.5
8.0,2075,2.9078817,2.0,noresm1-m_rcp8.5
8.0,2076,2.875158,2.0,noresm1-m_rcp8.5
8.0,2077,2.8882728,2.0,noresm1-m_rcp8.5
8.0,2078,2.9211988,2.0,noresm1-m_rcp8.5
8.0,2079,2.917048,2.0,noresm1-m_rcp8.5
8.0,2080,2.9447706,2.0,noresm1-m_rcp8.5
8.0,2081,2.9570549,2.0,noresm1-m_rcp8.5
8.0,2082,2.9583352,2.0,noresm1-m_rcp8.5
8.0,2083,3.0246673,2.0,noresm1-m_rcp8.5
8.0,2084,2.981223,2.0,noresm1-m_rcp8.5
8.0,2085,3.0093997,2.0,noresm1-m_rcp8.5
8.0,2086,3.022815,2.0,noresm1-m_rcp8.5
8.0,2087,3.0539508,2.0,noresm1-m_rcp8.5
8.0,2088,3.0030406,2.0,noresm1-m_rcp8.5
8.0,2089,3.0525982,2.0,noresm1-m_rcp8.5
8.0,2090,3.0448284,2.0,noresm1-m_rcp8.5
8.0,2091,3.042323,2.0,noresm1-m_rcp8.5
8.0,2092,3.069288,2.0,noresm1-m_rcp8.5
8.0,2093,3.1014774,2.0,noresm1-m_rcp8.5
8.0,2094,3.109007,2.0,noresm1-m_rcp8.5
8.0,2095,3.1125534,2.0,noresm1-m_rcp8.5
8.0,2096,3.0990808,2.0,noresm1-m_rcp8.5
8.0,2097,3.1265402,2.0,noresm1-m_rcp8.5
8.0,2098,3.1360626,2.0,noresm1-m_rcp8.5
8.0,2099,3.1364787,2.0,noresm1-m_rcp8.5
8.0,2100,3.177632,2.0,noresm1-m_rcp8.5
9.0,1995,1.4337369,2.0,noresm1-m_rcp8.5
9.0,1996,1.44436,2.0,noresm1-m_rcp8.5
9.0,1997,1.4561552,2.0,noresm1-m_rcp8.5
9.0,1998,1.4406377,2.0,noresm1-m_rcp8.5
9.0,1999,1.4604669,2.0,noresm1-m_rcp8.5
9.0,2000,1.4329652,2.0,noresm1-m_rcp8.5
9.0,2001,1.3956187,2.0,noresm1-m_rcp8.5
9.0,2002,1.4737481,2.0,noresm1-m_rcp8.5
9.0,2003,1.5201197,2.0,noresm1-m_rcp8.5
9.0,2004,1.5637888,2.0,noresm1-m_rcp8.5
9.0,2005,1.5439308,2.0,noresm1-m_rcp8.5
9.0,2006,1.504886,2.0,noresm1-m_rcp8.5
9.0,2007,1.461204,2.0,noresm1-m_rcp8.5
9.0,2008,1.4722733,2.0,noresm1-m_rcp8.5
9.0,2009,1.5162555,2.0,noresm1-m_rcp8.5
9.0,2010,1.5773466,2.0,noresm1-m_rcp8.5
9.0,2011,1.5578789,2.0,noresm1-m_rcp8.5
9.0,2012,1.5638222,2.0,noresm1-m_rcp8.5
9.0,2013,1.6037258,2.0,noresm1-m_rcp8.5
9.0,2014,1.5943955,2.0,noresm1-m_rcp8.5
9.0,2015,1.6426771,2.0,noresm1-m_rcp8.5
9.0,2016,1.6490371,2.0,noresm1-m_rcp8.5
9.0,2017,1.6324184,2.0,noresm1-m_rcp8.5
9.0,2018,1.5817695,2.0,noresm1-m_rcp8.5
9.0,2019,1.5774938,2.0,noresm1-m_rcp8.5
9.0,2020,1.5465796,2.0,noresm1-m_rcp8.5
9.0,2021,1.5035056,2.0,noresm1-m_rcp8.5
9.0,2022,1.5036523,2.0,noresm1-m_rcp8.5
9.0,2023,1.512006,2.0,noresm1-m_rcp8.5
9.0,2024,1.5409572,2.0,noresm1-m_rcp8.5
9.0,2025,1.4988066,2.0,noresm1-m_rcp8.5
9.0,2026,1.5866654,2.0,noresm1-m_rcp8.5
9.0,2027,1.6019886,2.0,noresm1-m_rcp8.5
9.0,2028,1.6185684,2.0,noresm1-m_rcp8.5
9.0,2029,1.626172,2.0,noresm1-m_rcp8.5
9.0,2030,1.594468,2.0,noresm1-m_rcp8.5
9.0,2031,1.610227,2.0,noresm1-m_rcp8.5
9.0,2032,1.6277442,2.0,noresm1-m_rcp8.5
9.0,2033,1.6163731,2.0,noresm1-m_rcp8.5
9.0,2034,1.5928744,2.0,noresm1-m_rcp8.5
9.0,2035,1.6010175,2.0,noresm1-m_rcp8.5
9.0,2036,1.594375,2.0,noresm1-m_rcp8.5
9.0,2037,1.6161993,2.0,noresm1-m_rcp8.5
9.0,2038,1.6455541,2.0,noresm1-m_rcp8.5
9.0,2039,1.6312382,2.0,noresm1-m_rcp8.5
9.0,2040,1.6246265,2.0,noresm1-m_rcp8.5
9.0,2041,1.6181412,2.0,noresm1-m_rcp8.5
9.0,2042,1.6016352,2.0,noresm1-m_rcp8.5
9.0,2043,1.6010175,2.0,noresm1-m_rcp8.5
9.0,2044,1.6087217,2.0,noresm1-m_rcp8.5
9.0,2045,1.6571522,2.0,noresm1-m_rcp8.5
9.0,2046,1.6918437,2.0,noresm1-m_rcp8.5
9.0,2047,1.703602,2.0,noresm1-m_rcp8.5
9.0,2048,1.698851,2.0,noresm1-m_rcp8.5
9.0,2049,1.686793,2.0,noresm1-m_rcp8.5
9.0,2050,1.6688961,2.0,noresm1-m_rcp8.5
9.0,2051,1.6809019,2.0,noresm1-m_rcp8.5
9.0,2052,1.699464,2.0,noresm1-m_rcp8.5
9.0,2053,1.6563011,2.0,noresm1-m_rcp8.5
9.0,2054,1.6753719,2.0,noresm1-m_rcp8.5
9.0,2055,1.6952727,2.0,noresm1-m_rcp8.5
9.0,2056,1.6499188,2.0,noresm1-m_rcp8.5
9.0,2057,1.6501701,2.0,noresm1-m_rcp8.5
9.0,2058,1.6213516,2.0,noresm1-m_rcp8.5
9.0,2059,1.5952773,2.0,noresm1-m_rcp8.5
9.0,2060,1.5764662,2.0,noresm1-m_rcp8.5
9.0,2061,1.5876613,2.0,noresm1-m_rcp8.5
9.0,2062,1.5439639,2.0,noresm1-m_rcp8.5
9.0,2063,1.5425165,2.0,noresm1-m_rcp8.5
9.0,2064,1.5603048,2.0,noresm1-m_rcp8.5
9.0,2065,1.5812117,2.0,noresm1-m_rcp8.5
9.0,2066,1.5843164,2.0,noresm1-m_rcp8.5
9.0,2067,1.5433441,2.0,noresm1-m_rcp8.5
9.0,2068,1.582735,2.0,noresm1-m_rcp8.5
9.0,2069,1.6037788,2.0,noresm1-m_rcp8.5
9.0,2070,1.6084663,2.0,noresm1-m_rcp8.5
9.0,2071,1.6988503,2.0,noresm1-m_rcp8.5
9.0,2072,1.699731,2.0,noresm1-m_rcp8.5
9.0,2073,1.7449212,2.0,noresm1-m_rcp8.5
9.0,2074,1.7818183,2.0,noresm1-m_rcp8.5
9.0,2075,1.793361,2.0,noresm1-m_rcp8.5
9.0,2076,1.7910441,2.0,noresm1-m_rcp8.5
9.0,2077,1.7830429,2.0,noresm1-m_rcp8.5
9.0,2078,1.7765394,2.0,noresm1-m_rcp8.5
9.0,2079,1.7490785,2.0,noresm1-m_rcp8.5
9.0,2080,1.7864541,2.0,noresm1-m_rcp8.5
9.0,2081,1.8181611,2.0,noresm1-m_rcp8.5
9.0,2082,1.8454503,2.0,noresm1-m_rcp8.5
9.0,2083,1.8199328,2.0,noresm1-m_rcp8.5
9.0,2084,1.8504758,2.0,noresm1-m_rcp8.5
9.0,2085,1.8469362,2.0,noresm1-m_rcp8.5
9.0,2086,1.8278095,2.0,noresm1-m_rcp8.5
9.0,2087,1.8072112,2.0,noresm1-m_rcp8.5
9.0,2088,1.7533046,2.0,noresm1-m_rcp8.5
9.0,2089,1.7604858,2.0,noresm1-m_rcp8.5
9.0,2090,1.777445,2.0,noresm1-m_rcp8.5
9.0,2091,1.7960228,2.0,noresm1-m_rcp8.5
9.0,2092,1.8160807,2.0,noresm1-m_rcp8.5
9.0,2093,1.8843111,2.0,noresm1-m_rcp8.5
9.0,2094,1.830423,2.0,noresm1-m_rcp8.5
9.0,2095,1.8125267,2.0,noresm1-m_rcp8.5
9.0,2096,1.7313615,2.0,noresm1-m_rcp8.5
9.0,2097,1.7780459,2.0,noresm1-m_rcp8.5
9.0,2098,1.7945645,2.0,noresm1-m_rcp8.5
9.0,2099,1.8145909,2.0,noresm1-m_rcp8.5
9.0,2100,1.860017,2.0,noresm1-m_rcp8.5
10.0,1995,2.1299472,2.0,noresm1-m_rcp8.5
10.0,1996,2.138949,2.0,noresm1-m_rcp8.5
10.0,1997,2.1355684,2.0,noresm1-m_rcp8.5
10.0,1998,2.117222,2.0,noresm1-m_rcp8.5
10.0,1999,2.1112082,2.0,noresm1-m_rcp8.5
10.0,2000,2.1167881,2.0,noresm1-m_rcp8.5
10.0,2001,2.1136715,2.0,noresm1-m_rcp8.5
10.0,2002,2.0912519,2.0,noresm1-m_rcp8.5
10.0,2003,2.0700448,2.0,noresm1-m_rcp8.5
10.0,2004,2.0807571,2.0,noresm1-m_rcp8.5
10.0,2005,2.1009884,2.0,noresm1-m_rcp8.5
10.0,2006,2.088301,2.0,noresm1-m_rcp8.5
10.0,2007,2.093078,2.0,noresm1-m_rcp8.5
10.0,2008,2.0972533,2.0,noresm1-m_rcp8.5
10.0,2009,2.1127021,2.0,noresm1-m_rcp8.5
10.0,2010,2.1122267,2.0,noresm1-m_rcp8.5
10.0,2011,2.1263955,2.0,noresm1-m_rcp8.5
10.0,2012,2.151005,2.0,noresm1-m_rcp8.5
10.0,2013,2.1439147,2.0,noresm1-m_rcp8.5
10.0,2014,2.1231468,2.0,noresm1-m_rcp8.5
10.0,2015,2.1680412,2.0,noresm1-m_rcp8.5
10.0,2016,2.170162,2.0,noresm1-m_rcp8.5
10.0,2017,2.1817477,2.0,noresm1-m_rcp8.5
10.0,2018,2.1663392,2.0,noresm1-m_rcp8.5
10.0,2019,2.1708064,2.0,noresm1-m_rcp8.5
10.0,2020,2.1465223,2.0,noresm1-m_rcp8.5
10.0,2021,2.1699207,2.0,noresm1-m_rcp8.5
10.0,2022,2.1922095,2.0,noresm1-m_rcp8.5
10.0,2023,2.2332432,2.0,noresm1-m_rcp8.5
10.0,2024,2.2265894,2.0,noresm1-m_rcp8.5
10.0,2025,2.2399676,2.0,noresm1-m_rcp8.5
10.0,2026,2.2667139,2.0,noresm1-m_rcp8.5
10.0,2027,2.2461202,2.0,noresm1-m_rcp8.5
10.0,2028,2.2866673,2.0,noresm1-m_rcp8.5
10.0,2029,2.270891,2.0,noresm1-m_rcp8.5
10.0,2030,2.2411802,2.0,noresm1-m_rcp8.5
10.0,2031,2.2226512,2.0,noresm1-m_rcp8.5
10.0,2032,2.2160902,2.0,noresm1-m_rcp8.5
10.0,2033,2.23441,2.0,noresm1-m_rcp8.5
10.0,2034,2.229744,2.0,noresm1-m_rcp8.5
10.0,2035,2.2077575,2.0,noresm1-m_rcp8.5
10.0,2036,2.1991105,2.0,noresm1-m_rcp8.5
10.0,2037,2.1713085,2.0,noresm1-m_rcp8.5
10.0,2038,2.178022,2.0,noresm1-m_rcp8.5
10.0,2039,2.1910415,2.0,noresm1-m_rcp8.5
10.0,2040,2.1750712,2.0,noresm1-m_rcp8.5
10.0,2041,2.1884494,2.0,noresm1-m_rcp8.5
10.0,2042,2.2018213,2.0,noresm1-m_rcp8.5
10.0,2043,2.2049217,2.0,noresm1-m_rcp8.5
10.0,2044,2.2295897,2.0,noresm1-m_rcp8.5
10.0,2045,2.234256,2.0,noresm1-m_rcp8.5
10.0,2046,2.222563,2.0,noresm1-m_rcp8.5
10.0,2047,2.2419615,2.0,noresm1-m_rcp8.5
10.0,2048,2.2763286,2.0,noresm1-m_rcp8.5
10.0,2049,2.3009527,2.0,noresm1-m_rcp8.5
10.0,2050,2.3327084,2.0,noresm1-m_rcp8.5
10.0,2051,2.3409467,2.0,noresm1-m_rcp8.5
10.0,2052,2.3242614,2.0,noresm1-m_rcp8.5
10.0,2053,2.313335,2.0,noresm1-m_rcp8.5
10.0,2054,2.3115366,2.0,noresm1-m_rcp8.5
10.0,2055,2.3356004,2.0,noresm1-m_rcp8.5
10.0,2056,2.3646083,2.0,noresm1-m_rcp8.5
10.0,2057,2.3823545,2.0,noresm1-m_rcp8.5
10.0,2058,2.3927968,2.0,noresm1-m_rcp8.5
10.0,2059,2.4041026,2.0,noresm1-m_rcp8.5
10.0,2060,2.4251297,2.0,noresm1-m_rcp8.5
10.0,2061,2.4164407,2.0,noresm1-m_rcp8.5
10.0,2062,2.4401886,2.0,noresm1-m_rcp8.5
10.0,2063,2.418774,2.0,noresm1-m_rcp8.5
10.0,2064,2.4341233,2.0,noresm1-m_rcp8.5
10.0,2065,2.4511483,2.0,noresm1-m_rcp8.5
10.0,2066,2.4344945,2.0,noresm1-m_rcp8.5
10.0,2067,2.4622247,2.0,noresm1-m_rcp8.5
10.0,2068,2.4834936,2.0,noresm1-m_rcp8.5
10.0,2069,2.4654498,2.0,noresm1-m_rcp8.5
10.0,2070,2.4556086,2.0,noresm1-m_rcp8.5
10.0,2071,2.469399,2.0,noresm1-m_rcp8.5
10.0,2072,2.4630558,2.0,noresm1-m_rcp8.5
10.0,2073,2.4530988,2.0,noresm1-m_rcp8.5
10.0,2074,2.4297872,2.0,noresm1-m_rcp8.5
10.0,2075,2.4382277,2.0,noresm1-m_rcp8.5
10.0,2076,2.4531705,2.0,noresm1-m_rcp8.5
10.0,2077,2.4555929,2.0,noresm1-m_rcp8.5
10.0,2078,2.466802,2.0,noresm1-m_rcp8.5
10.0,2079,2.4827573,2.0,noresm1-m_rcp8.5
10.0,2080,2.502902,2.0,noresm1-m_rcp8.5
10.0,2081,2.510661,2.0,noresm1-m_rcp8.5
10.0,2082,2.5342166,2.0,noresm1-m_rcp8.5
10.0,2083,2.5689902,2.0,noresm1-m_rcp8.5
10.0,2084,2.5680113,2.0,noresm1-m_rcp8.5
10.0,2085,2.5545049,2.0,noresm1-m_rcp8.5
10.0,2086,2.5667593,2.0,noresm1-m_rcp8.5
10.0,2087,2.5539293,2.0,noresm1-m_rcp8.5
10.0,2088,2.5537274,2.0,noresm1-m_rcp8.5
10.0,2089,2.5625591,2.0,noresm1-m_rcp8.5
10.0,2090,2.5870113,2.0,noresm1-m_rcp8.5
10.0,2091,2.6061952,2.0,noresm1-m_rcp8.5
10.0,2092,2.6174629,2.0,noresm1-m_rcp8.5
10.0,2093,2.6494575,2.0,noresm1-m_rcp8.5
10.0,2094,2.6680212,2.0,noresm1-m_rcp8.5
10.0,2095,2.6761086,2.0,noresm1-m_rcp8.5
10.0,2096,2.6678755,2.0,noresm1-m_rcp8.5
10.0,2097,2.6543906,2.0,noresm1-m_rcp8.5
10.0,2098,2.6671205,2.0,noresm1-m_rcp8.5
10.0,2099,2.680791,2.0,noresm1-m_rcp8.5
10.0,2100,2.6931725,2.0,noresm1-m_rcp8.5
11.0,1995,1.062616,2.0,noresm1-m_rcp8.5
11.0,1996,1.0197957,2.0,noresm1-m_rcp8.5
11.0,1997,1.0373809,2.0,noresm1-m_rcp8.5
11.0,1998,1.078141,2.0,noresm1-m_rcp8.5
11.0,1999,1.03688,2.0,noresm1-m_rcp8.5
11.0,2000,0.9592484,2.0,noresm1-m_rcp8.5
11.0,2001,1.0422068,2.0,noresm1-m_rcp8.5
11.0,2002,1.0175896,2.0,noresm1-m_rcp8.5
11.0,2003,1.0146775,2.0,noresm1-m_rcp8.5
11.0,2004,1.0343951,2.0,noresm1-m_rcp8.5
11.0,2005,1.0399852,2.0,noresm1-m_rcp8.5
11.0,2006,0.99138176,2.0,noresm1-m_rcp8.5
11.0,2007,0.9826895,2.0,noresm1-m_rcp8.5
11.0,2008,1.0174196,2.0,noresm1-m_rcp8.5
11.0,2009,1.0432128,2.0,noresm1-m_rcp8.5
11.0,2010,1.1168633,2.0,noresm1-m_rcp8.5
11.0,2011,1.033132,2.0,noresm1-m_rcp8.5
11.0,2012,1.0610834,2.0,noresm1-m_rcp8.5
11.0,2013,1.0936639,2.0,noresm1-m_rcp8.5
11.0,2014,1.0649772,2.0,noresm1-m_rcp8.5
11.0,2015,1.0385524,2.0,noresm1-m_rcp8.5
11.0,2016,1.0398431,2.0,noresm1-m_rcp8.5
11.0,2017,1.1039778,2.0,noresm1-m_rcp8.5
11.0,2018,1.0392901,2.0,noresm1-m_rcp8.5
11.0,2019,1.0182632,2.0,noresm1-m_rcp8.5
11.0,2020,0.9785717,2.0,noresm1-m_rcp8.5
11.0,2021,1.003077,2.0,noresm1-m_rcp8.5
11.0,2022,1.0411978,2.0,noresm1-m_rcp8.5
11.0,2023,1.074035,2.0,noresm1-m_rcp8.5
11.0,2024,1.0541716,2.0,noresm1-m_rcp8.5
11.0,2025,1.0566344,2.0,noresm1-m_rcp8.5
11.0,2026,1.0900065,2.0,noresm1-m_rcp8.5
11.0,2027,1.051926,2.0,noresm1-m_rcp8.5
11.0,2028,1.0448278,2.0,noresm1-m_rcp8.5
11.0,2029,1.0272847,2.0,noresm1-m_rcp8.5
11.0,2030,1.06077,2.0,noresm1-m_rcp8.5
11.0,2031,1.050526,2.0,noresm1-m_rcp8.5
11.0,2032,1.0651151,2.0,noresm1-m_rcp8.5
11.0,2033,1.0885302,2.0,noresm1-m_rcp8.5
11.0,2034,1.0598326,2.0,noresm1-m_rcp8.5
11.0,2035,1.0184814,2.0,noresm1-m_rcp8.5
11.0,2036,1.0796883,2.0,noresm1-m_rcp8.5
11.0,2037,1.0372176,2.0,noresm1-m_rcp8.5
11.0,2038,1.0686947,2.0,noresm1-m_rcp8.5
11.0,2039,1.0838679,2.0,noresm1-m_rcp8.5
11.0,2040,1.0806214,2.0,noresm1-m_rcp8.5
11.0,2041,1.0772291,2.0,noresm1-m_rcp8.5
11.0,2042,1.0848373,2.0,noresm1-m_rcp8.5
11.0,2043,1.0767925,2.0,noresm1-m_rcp8.5
11.0,2044,1.1050687,2.0,noresm1-m_rcp8.5
11.0,2045,1.1192788,2.0,noresm1-m_rcp8.5
11.0,2046,1.1402575,2.0,noresm1-m_rcp8.5
11.0,2047,1.1680923,2.0,noresm1-m_rcp8.5
11.0,2048,1.1408601,2.0,noresm1-m_rcp8.5
11.0,2049,1.1667465,2.0,noresm1-m_rcp8.5
11.0,2050,1.1538459,2.0,noresm1-m_rcp8.5
11.0,2051,1.1690367,2.0,noresm1-m_rcp8.5
11.0,2052,1.1338426,2.0,noresm1-m_rcp8.5
11.0,2053,1.1208899,2.0,noresm1-m_rcp8.5
11.0,2054,1.129839,2.0,noresm1-m_rcp8.5
11.0,2055,1.1841509,2.0,noresm1-m_rcp8.5
11.0,2056,1.1649648,2.0,noresm1-m_rcp8.5
11.0,2057,1.2364911,2.0,noresm1-m_rcp8.5
11.0,2058,1.1690012,2.0,noresm1-m_rcp8.5
11.0,2059,1.1841924,2.0,noresm1-m_rcp8.5
11.0,2060,1.1666594,2.0,noresm1-m_rcp8.5
11.0,2061,1.1016499,2.0,noresm1-m_rcp8.5
11.0,2062,1.1408176,2.0,noresm1-m_rcp8.5
11.0,2063,1.1164274,2.0,noresm1-m_rcp8.5
11.0,2064,1.1886034,2.0,noresm1-m_rcp8.5
11.0,2065,1.200656,2.0,noresm1-m_rcp8.5
11.0,2066,1.2100521,2.0,noresm1-m_rcp8.5
11.0,2067,1.2006973,2.0,noresm1-m_rcp8.5
11.0,2068,1.1982353,2.0,noresm1-m_rcp8.5
11.0,2069,1.1756226,2.0,noresm1-m_rcp8.5
11.0,2070,1.2247766,2.0,noresm1-m_rcp8.5
11.0,2071,1.2024348,2.0,noresm1-m_rcp8.5
11.0,2072,1.190703,2.0,noresm1-m_rcp8.5
11.0,2073,1.2141742,2.0,noresm1-m_rcp8.5
11.0,2074,1.2018205,2.0,noresm1-m_rcp8.5
11.0,2075,1.2250707,2.0,noresm1-m_rcp8.5
11.0,2076,1.2533276,2.0,noresm1-m_rcp8.5
11.0,2077,1.2135161,2.0,noresm1-m_rcp8.5
11.0,2078,1.276788,2.0,noresm1-m_rcp8.5
11.0,2079,1.2948918,2.0,noresm1-m_rcp8.5
11.0,2080,1.2663118,2.0,noresm1-m_rcp8.5
11.0,2081,1.3438216,2.0,noresm1-m_rcp8.5
11.0,2082,1.3263688,2.0,noresm1-m_rcp8.5
11.0,2083,1.3040999,2.0,noresm1-m_rcp8.5
11.0,2084,1.3129348,2.0,noresm1-m_rcp8.5
11.0,2085,1.3398552,2.0,noresm1-m_rcp8.5
11.0,2086,1.3960147,2.0,noresm1-m_rcp8.5
11.0,2087,1.3128638,2.0,noresm1-m_rcp8.5
11.0,2088,1.2384074,2.0,noresm1-m_rcp8.5
11.0,2089,1.3033774,2.0,noresm1-m_rcp8.5
11.0,2090,1.3365637,2.0,noresm1-m_rcp8.5
11.0,2091,1.4025373,2.0,noresm1-m_rcp8.5
11.0,2092,1.3976928,2.0,noresm1-m_rcp8.5
11.0,2093,1.4636872,2.0,noresm1-m_rcp8.5
11.0,2094,1.39698,2.0,noresm1-m_rcp8.5
11.0,2095,1.3699609,2.0,noresm1-m_rcp8.5
11.0,2096,1.3205134,2.0,noresm1-m_rcp8.5
11.0,2097,1.358631,2.0,noresm1-m_rcp8.5
11.0,2098,1.3798583,2.0,noresm1-m_rcp8.5
11.0,2099,1.4128093,2.0,noresm1-m_rcp8.5
11.0,2100,1.4715946,2.0,noresm1-m_rcp8.5
12.0,1995,2.9567072,2.0,noresm1-m_rcp8.5
12.0,1996,3.0006738,2.0,noresm1-m_rcp8.5
12.0,1997,3.004185,2.0,noresm1-m_rcp8.5
12.0,1998,2.990059,2.0,noresm1-m_rcp8.5
12.0,1999,2.986817,2.0,noresm1-m_rcp8.5
12.0,2000,3.0086524,2.0,noresm1-m_rcp8.5
12.0,2001,3.0256147,2.0,noresm1-m_rcp8.5
12.0,2002,3.021506,2.0,noresm1-m_rcp8.5
12.0,2003,3.0084667,2.0,noresm1-m_rcp8.5
12.0,2004,3.0511467,2.0,noresm1-m_rcp8.5
12.0,2005,3.0584087,2.0,noresm1-m_rcp8.5
12.0,2006,3.049116,2.0,noresm1-m_rcp8.5
12.0,2007,3.042541,2.0,noresm1-m_rcp8.5
12.0,2008,3.0366805,2.0,noresm1-m_rcp8.5
12.0,2009,3.0295591,2.0,noresm1-m_rcp8.5
12.0,2010,3.035079,2.0,noresm1-m_rcp8.5
12.0,2011,3.0464456,2.0,noresm1-m_rcp8.5
