year,sectors,ctrl_sle,modelname,ocean_forcing
2058,11,13695.763,ULB_fETISh_32km,Open
2059,11,13695.511,ULB_fETISh_32km,Open
2060,11,13695.653,ULB_fETISh_32km,Open
2061,11,13695.745,ULB_fETISh_32km,Open
2062,11,13695.8,ULB_fETISh_32km,Open
2063,11,13695.847,ULB_fETISh_32km,Open
2064,11,13695.916,ULB_fETISh_32km,Open
2065,11,13696.031,ULB_fETISh_32km,Open
2066,11,13696.141,ULB_fETISh_32km,Open
2067,11,13696.22,ULB_fETISh_32km,Open
2068,11,13696.261,ULB_fETISh_32km,Open
2069,11,13696.392,ULB_fETISh_32km,Open
2070,11,13696.527,ULB_fETISh_32km,Open
2071,11,13696.735,ULB_fETISh_32km,Open
2072,11,13696.819,ULB_fETISh_32km,Open
2073,11,13696.897,ULB_fETISh_32km,Open
2074,11,13697.001,ULB_fETISh_32km,Open
2075,11,13697.257,ULB_fETISh_32km,Open
2076,11,13697.384,ULB_fETISh_32km,Open
2077,11,13697.576,ULB_fETISh_32km,Open
2078,11,13697.748,ULB_fETISh_32km,Open
2079,11,13697.709,ULB_fETISh_32km,Open
2080,11,13697.924,ULB_fETISh_32km,Open
2081,11,13697.849,ULB_fETISh_32km,Open
2082,11,13697.883,ULB_fETISh_32km,Open
2083,11,13698.029,ULB_fETISh_32km,Open
2084,11,13698.086,ULB_fETISh_32km,Open
2085,11,13698.081,ULB_fETISh_32km,Open
2086,11,13698.264,ULB_fETISh_32km,Open
2087,11,13698.201,ULB_fETISh_32km,Open
2088,11,13698.079,ULB_fETISh_32km,Open
2089,11,13698.101,ULB_fETISh_32km,Open
2090,11,13698.02,ULB_fETISh_32km,Open
2091,11,13698.161,ULB_fETISh_32km,Open
2092,11,13698.083,ULB_fETISh_32km,Open
2093,11,13697.964,ULB_fETISh_32km,Open
2094,11,13697.88,ULB_fETISh_32km,Open
2095,11,13697.829,ULB_fETISh_32km,Open
2096,11,13697.923,ULB_fETISh_32km,Open
2097,11,13697.863,ULB_fETISh_32km,Open
2098,11,13697.863,ULB_fETISh_32km,Open
2099,11,13697.8125,ULB_fETISh_32km,Open
2100,11,13697.943,ULB_fETISh_32km,Open
2016,12,1614.7296,ULB_fETISh_32km,Open
2017,12,1614.755,ULB_fETISh_32km,Open
2018,12,1614.8031,ULB_fETISh_32km,Open
2019,12,1614.85,ULB_fETISh_32km,Open
2020,12,1614.8966,ULB_fETISh_32km,Open
2021,12,1614.9436,ULB_fETISh_32km,Open
2022,12,1614.9955,ULB_fETISh_32km,Open
2023,12,1615.0442,ULB_fETISh_32km,Open
2024,12,1615.0961,ULB_fETISh_32km,Open
2025,12,1615.1467,ULB_fETISh_32km,Open
2026,12,1615.1981,ULB_fETISh_32km,Open
2027,12,1615.25,ULB_fETISh_32km,Open
2028,12,1615.3044,ULB_fETISh_32km,Open
2029,12,1615.3599,ULB_fETISh_32km,Open
2030,12,1615.4192,ULB_fETISh_32km,Open
2031,12,1615.4784,ULB_fETISh_32km,Open
2032,12,1615.5365,ULB_fETISh_32km,Open
2033,12,1615.5966,ULB_fETISh_32km,Open
2034,12,1615.6575,ULB_fETISh_32km,Open
2035,12,1615.7191,ULB_fETISh_32km,Open
2036,12,1615.7805,ULB_fETISh_32km,Open
2037,12,1615.8467,ULB_fETISh_32km,Open
2038,12,1615.9152,ULB_fETISh_32km,Open
2039,12,1615.9854,ULB_fETISh_32km,Open
2040,12,1616.0569,ULB_fETISh_32km,Open
2041,12,1616.1287,ULB_fETISh_32km,Open
2042,12,1616.1995,ULB_fETISh_32km,Open
2043,12,1616.271,ULB_fETISh_32km,Open
2044,12,1616.3446,ULB_fETISh_32km,Open
2045,12,1616.4181,ULB_fETISh_32km,Open
2046,12,1616.4907,ULB_fETISh_32km,Open
2047,12,1616.5662,ULB_fETISh_32km,Open
2048,12,1616.6407,ULB_fETISh_32km,Open
2049,12,1616.7185,ULB_fETISh_32km,Open
2050,12,1616.7948,ULB_fETISh_32km,Open
2051,12,1616.8717,ULB_fETISh_32km,Open
2052,12,1616.9468,ULB_fETISh_32km,Open
2053,12,1617.0238,ULB_fETISh_32km,Open
2054,12,1617.0995,ULB_fETISh_32km,Open
2055,12,1617.1786,ULB_fETISh_32km,Open
2056,12,1617.2578,ULB_fETISh_32km,Open
2057,12,1617.3381,ULB_fETISh_32km,Open
2058,12,1617.4183,ULB_fETISh_32km,Open
2059,12,1617.4987,ULB_fETISh_32km,Open
2060,12,1617.5773,ULB_fETISh_32km,Open
2061,12,1617.6577,ULB_fETISh_32km,Open
2062,12,1617.7367,ULB_fETISh_32km,Open
2063,12,1617.8185,ULB_fETISh_32km,Open
2064,12,1617.8988,ULB_fETISh_32km,Open
2065,12,1617.9824,ULB_fETISh_32km,Open
2066,12,1618.0648,ULB_fETISh_32km,Open
2067,12,1618.1462,ULB_fETISh_32km,Open
2068,12,1618.2283,ULB_fETISh_32km,Open
2069,12,1618.3098,ULB_fETISh_32km,Open
2070,12,1618.393,ULB_fETISh_32km,Open
2071,12,1618.4745,ULB_fETISh_32km,Open
2072,12,1618.5577,ULB_fETISh_32km,Open
2073,12,1618.6421,ULB_fETISh_32km,Open
2074,12,1618.7217,ULB_fETISh_32km,Open
2075,12,1618.8024,ULB_fETISh_32km,Open
2076,12,1618.8842,ULB_fETISh_32km,Open
2077,12,1618.9666,ULB_fETISh_32km,Open
2078,12,1619.051,ULB_fETISh_32km,Open
2079,12,1619.1367,ULB_fETISh_32km,Open
2080,12,1619.2212,ULB_fETISh_32km,Open
2081,12,1619.3077,ULB_fETISh_32km,Open
2082,12,1619.3918,ULB_fETISh_32km,Open
2083,12,1619.4775,ULB_fETISh_32km,Open
2084,12,1619.562,ULB_fETISh_32km,Open
2085,12,1619.6464,ULB_fETISh_32km,Open
2086,12,1619.7317,ULB_fETISh_32km,Open
2087,12,1619.8182,ULB_fETISh_32km,Open
2088,12,1619.9045,ULB_fETISh_32km,Open
2089,12,1619.9895,ULB_fETISh_32km,Open
2090,12,1620.0762,ULB_fETISh_32km,Open
2091,12,1620.1633,ULB_fETISh_32km,Open
2092,12,1620.2513,ULB_fETISh_32km,Open
2093,12,1620.3383,ULB_fETISh_32km,Open
2094,12,1620.424,ULB_fETISh_32km,Open
2095,12,1620.5109,ULB_fETISh_32km,Open
2096,12,1620.5967,ULB_fETISh_32km,Open
2097,12,1620.683,ULB_fETISh_32km,Open
2098,12,1620.7705,ULB_fETISh_32km,Open
2099,12,1620.8563,ULB_fETISh_32km,Open
2100,12,1620.9457,ULB_fETISh_32km,Open
2016,13,2921.8071,ULB_fETISh_32km,Open
2017,13,2921.883,ULB_fETISh_32km,Open
2018,13,2921.9983,ULB_fETISh_32km,Open
2019,13,2922.108,ULB_fETISh_32km,Open
2020,13,2922.2205,ULB_fETISh_32km,Open
2021,13,2922.3337,ULB_fETISh_32km,Open
2022,13,2922.4583,ULB_fETISh_32km,Open
2023,13,2922.58,ULB_fETISh_32km,Open
2024,13,2922.7087,ULB_fETISh_32km,Open
2025,13,2922.836,ULB_fETISh_32km,Open
2026,13,2922.9597,ULB_fETISh_32km,Open
2027,13,2923.0825,ULB_fETISh_32km,Open
2028,13,2923.2068,ULB_fETISh_32km,Open
2029,13,2923.3328,ULB_fETISh_32km,Open
2030,13,2923.46,ULB_fETISh_32km,Open
2031,13,2923.5889,ULB_fETISh_32km,Open
2032,13,2923.7156,ULB_fETISh_32km,Open
2033,13,2923.8506,ULB_fETISh_32km,Open
2034,13,2923.99,ULB_fETISh_32km,Open
2035,13,2924.1152,ULB_fETISh_32km,Open
2036,13,2924.2422,ULB_fETISh_32km,Open
2037,13,2924.3765,ULB_fETISh_32km,Open
2038,13,2924.516,ULB_fETISh_32km,Open
2039,13,2924.6536,ULB_fETISh_32km,Open
2040,13,2924.795,ULB_fETISh_32km,Open
2041,13,2924.934,ULB_fETISh_32km,Open
2042,13,2925.0745,ULB_fETISh_32km,Open
2043,13,2925.2224,ULB_fETISh_32km,Open
2044,13,2925.3706,ULB_fETISh_32km,Open
2045,13,2925.5151,ULB_fETISh_32km,Open
2046,13,2925.664,ULB_fETISh_32km,Open
2047,13,2925.81,ULB_fETISh_32km,Open
2048,13,2925.9556,ULB_fETISh_32km,Open
2049,13,2926.1038,ULB_fETISh_32km,Open
2050,13,2926.255,ULB_fETISh_32km,Open
2051,13,2926.4058,ULB_fETISh_32km,Open
2052,13,2926.5537,ULB_fETISh_32km,Open
2053,13,2926.711,ULB_fETISh_32km,Open
2054,13,2926.8577,ULB_fETISh_32km,Open
2055,13,2927.0093,ULB_fETISh_32km,Open
2056,13,2927.1633,ULB_fETISh_32km,Open
2057,13,2927.321,ULB_fETISh_32km,Open
2058,13,2927.4849,ULB_fETISh_32km,Open
2059,13,2927.6477,ULB_fETISh_32km,Open
2060,13,2927.8076,ULB_fETISh_32km,Open
2061,13,2927.9673,ULB_fETISh_32km,Open
2062,13,2928.1228,ULB_fETISh_32km,Open
2063,13,2928.2815,ULB_fETISh_32km,Open
2064,13,2928.4363,ULB_fETISh_32km,Open
2065,13,2928.5955,ULB_fETISh_32km,Open
2066,13,2928.7524,ULB_fETISh_32km,Open
2067,13,2928.908,ULB_fETISh_32km,Open
2068,13,2929.067,ULB_fETISh_32km,Open
2069,13,2929.2239,ULB_fETISh_32km,Open
2070,13,2929.3904,ULB_fETISh_32km,Open
2071,13,2929.5466,ULB_fETISh_32km,Open
2072,13,2929.7092,ULB_fETISh_32km,Open
2073,13,2929.8682,ULB_fETISh_32km,Open
2074,13,2930.0315,ULB_fETISh_32km,Open
2075,13,2930.189,ULB_fETISh_32km,Open
2076,13,2930.3496,ULB_fETISh_32km,Open
2077,13,2930.5068,ULB_fETISh_32km,Open
2078,13,2930.6663,ULB_fETISh_32km,Open
2079,13,2930.828,ULB_fETISh_32km,Open
2080,13,2930.9932,ULB_fETISh_32km,Open
2081,13,2931.1538,ULB_fETISh_32km,Open
2082,13,2931.3142,ULB_fETISh_32km,Open
2083,13,2931.4763,ULB_fETISh_32km,Open
2084,13,2931.643,ULB_fETISh_32km,Open
2085,13,2931.8076,ULB_fETISh_32km,Open
2086,13,2931.9756,ULB_fETISh_32km,Open
2087,13,2932.1448,ULB_fETISh_32km,Open
2088,13,2932.313,ULB_fETISh_32km,Open
2089,13,2932.4873,ULB_fETISh_32km,Open
2090,13,2932.6611,ULB_fETISh_32km,Open
2091,13,2932.838,ULB_fETISh_32km,Open
2092,13,2933.015,ULB_fETISh_32km,Open
2093,13,2933.1904,ULB_fETISh_32km,Open
2094,13,2933.3645,ULB_fETISh_32km,Open
2095,13,2933.5432,ULB_fETISh_32km,Open
2096,13,2933.7224,ULB_fETISh_32km,Open
2097,13,2933.9004,ULB_fETISh_32km,Open
2098,13,2934.08,ULB_fETISh_32km,Open
2099,13,2934.2617,ULB_fETISh_32km,Open
2100,13,2934.448,ULB_fETISh_32km,Open
2016,14,3903.1648,ULB_fETISh_32km,Open
2017,14,3903.0925,ULB_fETISh_32km,Open
2018,14,3903.143,ULB_fETISh_32km,Open
2019,14,3903.147,ULB_fETISh_32km,Open
2020,14,3903.1404,ULB_fETISh_32km,Open
2021,14,3903.1262,ULB_fETISh_32km,Open
2022,14,3903.1023,ULB_fETISh_32km,Open
2023,14,3903.1006,ULB_fETISh_32km,Open
2024,14,3903.0854,ULB_fETISh_32km,Open
2025,14,3903.0808,ULB_fETISh_32km,Open
2026,14,3903.0737,ULB_fETISh_32km,Open
2027,14,3903.06,ULB_fETISh_32km,Open
2028,14,3903.0427,ULB_fETISh_32km,Open
2029,14,3903.031,ULB_fETISh_32km,Open
2030,14,3903.0098,ULB_fETISh_32km,Open
2031,14,3903.004,ULB_fETISh_32km,Open
2032,14,3902.9744,ULB_fETISh_32km,Open
2033,14,3902.9597,ULB_fETISh_32km,Open
2034,14,3902.9375,ULB_fETISh_32km,Open
2035,14,3902.907,ULB_fETISh_32km,Open
2036,14,3902.8704,ULB_fETISh_32km,Open
2037,14,3902.8503,ULB_fETISh_32km,Open
2038,14,3902.8193,ULB_fETISh_32km,Open
2039,14,3902.7852,ULB_fETISh_32km,Open
2040,14,3902.7344,ULB_fETISh_32km,Open
2041,14,3902.7327,ULB_fETISh_32km,Open
2042,14,3902.6992,ULB_fETISh_32km,Open
2043,14,3902.667,ULB_fETISh_32km,Open
2044,14,3902.6245,ULB_fETISh_32km,Open
2045,14,3902.5928,ULB_fETISh_32km,Open
2046,14,3902.5703,ULB_fETISh_32km,Open
2047,14,3902.5417,ULB_fETISh_32km,Open
2048,14,3902.4973,ULB_fETISh_32km,Open
2049,14,3902.3682,ULB_fETISh_32km,Open
2050,14,3902.2598,ULB_fETISh_32km,Open
2051,14,3902.1357,ULB_fETISh_32km,Open
2052,14,3902.0337,ULB_fETISh_32km,Open
2053,14,3901.9297,ULB_fETISh_32km,Open
2054,14,3901.8376,ULB_fETISh_32km,Open
2055,14,3901.734,ULB_fETISh_32km,Open
2056,14,3901.64,ULB_fETISh_32km,Open
2057,14,3901.525,ULB_fETISh_32km,Open
2058,14,3901.419,ULB_fETISh_32km,Open
2059,14,3901.3154,ULB_fETISh_32km,Open
2060,14,3901.2034,ULB_fETISh_32km,Open
2061,14,3901.1113,ULB_fETISh_32km,Open
2062,14,3901.0178,ULB_fETISh_32km,Open
2063,14,3900.9182,ULB_fETISh_32km,Open
2064,14,3900.8179,ULB_fETISh_32km,Open
2065,14,3900.7417,ULB_fETISh_32km,Open
2066,14,3900.6758,ULB_fETISh_32km,Open
2067,14,3900.6082,ULB_fETISh_32km,Open
2068,14,3900.5293,ULB_fETISh_32km,Open
2069,14,3900.4573,ULB_fETISh_32km,Open
2070,14,3900.3872,ULB_fETISh_32km,Open
2071,14,3900.3225,ULB_fETISh_32km,Open
2072,14,3900.2515,ULB_fETISh_32km,Open
2073,14,3900.1904,ULB_fETISh_32km,Open
2074,14,3900.1306,ULB_fETISh_32km,Open
2075,14,3900.0654,ULB_fETISh_32km,Open
2076,14,3899.9968,ULB_fETISh_32km,Open
2077,14,3899.9446,ULB_fETISh_32km,Open
2078,14,3899.863,ULB_fETISh_32km,Open
2079,14,3899.7976,ULB_fETISh_32km,Open
2080,14,3899.724,ULB_fETISh_32km,Open
2081,14,3899.633,ULB_fETISh_32km,Open
2082,14,3899.557,ULB_fETISh_32km,Open
2083,14,3899.491,ULB_fETISh_32km,Open
2084,14,3899.4338,ULB_fETISh_32km,Open
2085,14,3899.357,ULB_fETISh_32km,Open
2086,14,3899.2927,ULB_fETISh_32km,Open
2087,14,3899.2146,ULB_fETISh_32km,Open
2088,14,3899.1487,ULB_fETISh_32km,Open
2089,14,3899.0535,ULB_fETISh_32km,Open
2090,14,3898.9824,ULB_fETISh_32km,Open
2091,14,3898.889,ULB_fETISh_32km,Open
2092,14,3898.8013,ULB_fETISh_32km,Open
2093,14,3898.7275,ULB_fETISh_32km,Open
2094,14,3898.6482,ULB_fETISh_32km,Open
2095,14,3898.582,ULB_fETISh_32km,Open
2096,14,3898.4814,ULB_fETISh_32km,Open
2097,14,3898.4133,ULB_fETISh_32km,Open
2098,14,3898.3438,ULB_fETISh_32km,Open
2099,14,3898.2803,ULB_fETISh_32km,Open
2100,14,3898.204,ULB_fETISh_32km,Open
2016,15,763.2835,ULB_fETISh_32km,Open
2017,15,763.2272,ULB_fETISh_32km,Open
2018,15,763.22595,ULB_fETISh_32km,Open
2019,15,763.1699,ULB_fETISh_32km,Open
2020,15,763.0922,ULB_fETISh_32km,Open
2021,15,763.01886,ULB_fETISh_32km,Open
2022,15,762.935,ULB_fETISh_32km,Open
2023,15,762.8696,ULB_fETISh_32km,Open
2024,15,762.8202,ULB_fETISh_32km,Open
2025,15,762.77545,ULB_fETISh_32km,Open
2026,15,762.72864,ULB_fETISh_32km,Open
2027,15,762.6819,ULB_fETISh_32km,Open
2028,15,762.64215,ULB_fETISh_32km,Open
2029,15,762.5968,ULB_fETISh_32km,Open
2030,15,762.5525,ULB_fETISh_32km,Open
2031,15,762.4985,ULB_fETISh_32km,Open
2032,15,762.4506,ULB_fETISh_32km,Open
2033,15,762.4009,ULB_fETISh_32km,Open
2034,15,762.3539,ULB_fETISh_32km,Open
2035,15,762.31396,ULB_fETISh_32km,Open
2036,15,762.27716,ULB_fETISh_32km,Open
2037,15,762.2425,ULB_fETISh_32km,Open
2038,15,762.1961,ULB_fETISh_32km,Open
2039,15,762.15106,ULB_fETISh_32km,Open
2040,15,762.11285,ULB_fETISh_32km,Open
2041,15,762.0677,ULB_fETISh_32km,Open
2042,15,762.0245,ULB_fETISh_32km,Open
2043,15,761.98584,ULB_fETISh_32km,Open
2044,15,761.93304,ULB_fETISh_32km,Open
2045,15,761.90515,ULB_fETISh_32km,Open
2046,15,761.8743,ULB_fETISh_32km,Open
2047,15,761.83984,ULB_fETISh_32km,Open
2048,15,761.8045,ULB_fETISh_32km,Open
2049,15,761.76984,ULB_fETISh_32km,Open
2050,15,761.73804,ULB_fETISh_32km,Open
2051,15,761.69446,ULB_fETISh_32km,Open
2052,15,761.6455,ULB_fETISh_32km,Open
2053,15,761.60144,ULB_fETISh_32km,Open
2054,15,761.5594,ULB_fETISh_32km,Open
2055,15,761.5193,ULB_fETISh_32km,Open
2056,15,761.4749,ULB_fETISh_32km,Open
2057,15,761.431,ULB_fETISh_32km,Open
2058,15,761.40204,ULB_fETISh_32km,Open
2059,15,761.34406,ULB_fETISh_32km,Open
2060,15,761.3043,ULB_fETISh_32km,Open
2061,15,761.2615,ULB_fETISh_32km,Open
2062,15,761.2166,ULB_fETISh_32km,Open
2063,15,761.16425,ULB_fETISh_32km,Open
2064,15,761.1145,ULB_fETISh_32km,Open
2065,15,761.0812,ULB_fETISh_32km,Open
2066,15,761.0433,ULB_fETISh_32km,Open
2067,15,761.0,ULB_fETISh_32km,Open
2068,15,760.95294,ULB_fETISh_32km,Open
2069,15,760.90906,ULB_fETISh_32km,Open
2070,15,760.8654,ULB_fETISh_32km,Open
2071,15,760.81903,ULB_fETISh_32km,Open
2072,15,760.77783,ULB_fETISh_32km,Open
2073,15,760.73413,ULB_fETISh_32km,Open
2074,15,760.6877,ULB_fETISh_32km,Open
2075,15,760.6422,ULB_fETISh_32km,Open
2076,15,760.6006,ULB_fETISh_32km,Open
2077,15,760.5577,ULB_fETISh_32km,Open
2078,15,760.51587,ULB_fETISh_32km,Open
2079,15,760.48663,ULB_fETISh_32km,Open
2080,15,760.4474,ULB_fETISh_32km,Open
2081,15,760.41455,ULB_fETISh_32km,Open
2082,15,760.3792,ULB_fETISh_32km,Open
2083,15,760.3435,ULB_fETISh_32km,Open
2084,15,760.3058,ULB_fETISh_32km,Open
2085,15,760.26776,ULB_fETISh_32km,Open
2086,15,760.2254,ULB_fETISh_32km,Open
2087,15,760.18207,ULB_fETISh_32km,Open
2088,15,760.14966,ULB_fETISh_32km,Open
2089,15,760.1078,ULB_fETISh_32km,Open
2090,15,760.07776,ULB_fETISh_32km,Open
2091,15,760.0416,ULB_fETISh_32km,Open
2092,15,760.0073,ULB_fETISh_32km,Open
2093,15,759.967,ULB_fETISh_32km,Open
2094,15,759.9258,ULB_fETISh_32km,Open
2095,15,759.8909,ULB_fETISh_32km,Open
2096,15,759.8509,ULB_fETISh_32km,Open
2097,15,759.8175,ULB_fETISh_32km,Open
2098,15,759.77136,ULB_fETISh_32km,Open
2099,15,759.7279,ULB_fETISh_32km,Open
2100,15,759.6887,ULB_fETISh_32km,Open
2016,16,41.622097,ULB_fETISh_32km,Open
2017,16,41.685863,ULB_fETISh_32km,Open
2018,16,41.754368,ULB_fETISh_32km,Open
2019,16,41.82266,ULB_fETISh_32km,Open
2020,16,41.891315,ULB_fETISh_32km,Open
2021,16,41.95945,ULB_fETISh_32km,Open
2022,16,42.027374,ULB_fETISh_32km,Open
2023,16,42.09587,ULB_fETISh_32km,Open
2024,16,42.16338,ULB_fETISh_32km,Open
2025,16,42.2318,ULB_fETISh_32km,Open
2026,16,42.29989,ULB_fETISh_32km,Open
2027,16,42.36767,ULB_fETISh_32km,Open
2028,16,42.435406,ULB_fETISh_32km,Open
2029,16,42.50326,ULB_fETISh_32km,Open
2030,16,42.571095,ULB_fETISh_32km,Open
2031,16,42.63842,ULB_fETISh_32km,Open
2032,16,42.706566,ULB_fETISh_32km,Open
2033,16,42.774097,ULB_fETISh_32km,Open
2034,16,42.841415,ULB_fETISh_32km,Open
2035,16,42.908604,ULB_fETISh_32km,Open
2036,16,42.975742,ULB_fETISh_32km,Open
2037,16,43.043045,ULB_fETISh_32km,Open
2038,16,43.110035,ULB_fETISh_32km,Open
2039,16,43.17649,ULB_fETISh_32km,Open
2040,16,43.243565,ULB_fETISh_32km,Open
2041,16,43.310085,ULB_fETISh_32km,Open
2042,16,43.376083,ULB_fETISh_32km,Open
2043,16,43.443096,ULB_fETISh_32km,Open
2044,16,43.509037,ULB_fETISh_32km,Open
2045,16,43.575478,ULB_fETISh_32km,Open
2046,16,43.642765,ULB_fETISh_32km,Open
2047,16,43.70795,ULB_fETISh_32km,Open
2048,16,43.771763,ULB_fETISh_32km,Open
2049,16,43.835106,ULB_fETISh_32km,Open
2050,16,43.899208,ULB_fETISh_32km,Open
2051,16,43.963287,ULB_fETISh_32km,Open
2052,16,44.028805,ULB_fETISh_32km,Open
2053,16,44.094063,ULB_fETISh_32km,Open
2054,16,44.160423,ULB_fETISh_32km,Open
2055,16,44.22771,ULB_fETISh_32km,Open
2056,16,44.292873,ULB_fETISh_32km,Open
2057,16,44.359814,ULB_fETISh_32km,Open
2058,16,44.426434,ULB_fETISh_32km,Open
2059,16,44.49269,ULB_fETISh_32km,Open
2060,16,44.557686,ULB_fETISh_32km,Open
2061,16,44.62388,ULB_fETISh_32km,Open
2062,16,44.689087,ULB_fETISh_32km,Open
2063,16,44.753124,ULB_fETISh_32km,Open
2064,16,44.817425,ULB_fETISh_32km,Open
2065,16,44.882717,ULB_fETISh_32km,Open
2066,16,44.947647,ULB_fETISh_32km,Open
2067,16,45.012753,ULB_fETISh_32km,Open
2068,16,45.078846,ULB_fETISh_32km,Open
2069,16,45.143646,ULB_fETISh_32km,Open
2070,16,45.21063,ULB_fETISh_32km,Open
2071,16,45.277504,ULB_fETISh_32km,Open
2072,16,45.34148,ULB_fETISh_32km,Open
2073,16,45.406628,ULB_fETISh_32km,Open
2074,16,45.471283,ULB_fETISh_32km,Open
2075,16,45.537037,ULB_fETISh_32km,Open
2076,16,45.602844,ULB_fETISh_32km,Open
2077,16,45.67009,ULB_fETISh_32km,Open
2078,16,45.7356,ULB_fETISh_32km,Open
2079,16,45.8018,ULB_fETISh_32km,Open
2080,16,45.86929,ULB_fETISh_32km,Open
2081,16,45.935707,ULB_fETISh_32km,Open
2082,16,46.001488,ULB_fETISh_32km,Open
2083,16,46.06822,ULB_fETISh_32km,Open
2084,16,46.134487,ULB_fETISh_32km,Open
2085,16,46.20105,ULB_fETISh_32km,Open
2086,16,46.26794,ULB_fETISh_32km,Open
2087,16,46.333927,ULB_fETISh_32km,Open
2088,16,46.400715,ULB_fETISh_32km,Open
2089,16,46.466846,ULB_fETISh_32km,Open
2090,16,46.534203,ULB_fETISh_32km,Open
2091,16,46.602165,ULB_fETISh_32km,Open
2092,16,46.666767,ULB_fETISh_32km,Open
2093,16,46.73313,ULB_fETISh_32km,Open
2094,16,46.799763,ULB_fETISh_32km,Open
2095,16,46.86574,ULB_fETISh_32km,Open
2096,16,46.932926,ULB_fETISh_32km,Open
2097,16,46.999397,ULB_fETISh_32km,Open
2098,16,47.065018,ULB_fETISh_32km,Open
2099,16,47.13125,ULB_fETISh_32km,Open
2100,16,47.197563,ULB_fETISh_32km,Open
2016,17,55.693443,ULB_fETISh_32km,Open
2017,17,56.057823,ULB_fETISh_32km,Open
2018,17,56.35284,ULB_fETISh_32km,Open
2019,17,56.637924,ULB_fETISh_32km,Open
2020,17,56.919575,ULB_fETISh_32km,Open
2021,17,57.198944,ULB_fETISh_32km,Open
2022,17,57.47407,ULB_fETISh_32km,Open
2023,17,57.743576,ULB_fETISh_32km,Open
2024,17,58.01216,ULB_fETISh_32km,Open
2025,17,58.27852,ULB_fETISh_32km,Open
2026,17,58.540104,ULB_fETISh_32km,Open
2027,17,58.799343,ULB_fETISh_32km,Open
2028,17,59.057106,ULB_fETISh_32km,Open
2029,17,59.31419,ULB_fETISh_32km,Open
2030,17,59.568825,ULB_fETISh_32km,Open
2031,17,59.82278,ULB_fETISh_32km,Open
2032,17,60.07623,ULB_fETISh_32km,Open
2033,17,60.32826,ULB_fETISh_32km,Open
2034,17,60.572964,ULB_fETISh_32km,Open
2035,17,60.811077,ULB_fETISh_32km,Open
2036,17,61.055096,ULB_fETISh_32km,Open
2037,17,61.292618,ULB_fETISh_32km,Open
2038,17,61.53186,ULB_fETISh_32km,Open
2039,17,61.77154,ULB_fETISh_32km,Open
2040,17,62.00883,ULB_fETISh_32km,Open
2041,17,62.249123,ULB_fETISh_32km,Open
2042,17,62.4901,ULB_fETISh_32km,Open
2043,17,62.730255,ULB_fETISh_32km,Open
2044,17,62.97028,ULB_fETISh_32km,Open
2045,17,63.209736,ULB_fETISh_32km,Open
2046,17,63.447483,ULB_fETISh_32km,Open
2047,17,63.686302,ULB_fETISh_32km,Open
2048,17,63.919605,ULB_fETISh_32km,Open
2049,17,64.15296,ULB_fETISh_32km,Open
2050,17,64.38254,ULB_fETISh_32km,Open
2051,17,64.614204,ULB_fETISh_32km,Open
2052,17,64.84378,ULB_fETISh_32km,Open
2053,17,65.06632,ULB_fETISh_32km,Open
2054,17,65.29163,ULB_fETISh_32km,Open
2055,17,65.520294,ULB_fETISh_32km,Open
2056,17,65.761635,ULB_fETISh_32km,Open
2057,17,65.999405,ULB_fETISh_32km,Open
2058,17,66.23408,ULB_fETISh_32km,Open
2059,17,66.46834,ULB_fETISh_32km,Open
2060,17,66.70336,ULB_fETISh_32km,Open
2061,17,66.93156,ULB_fETISh_32km,Open
2062,17,67.157974,ULB_fETISh_32km,Open
2063,17,67.38543,ULB_fETISh_32km,Open
2064,17,67.60901,ULB_fETISh_32km,Open
2065,17,67.831566,ULB_fETISh_32km,Open
2066,17,68.05723,ULB_fETISh_32km,Open
2067,17,68.280914,ULB_fETISh_32km,Open
2068,17,68.499756,ULB_fETISh_32km,Open
2069,17,68.72148,ULB_fETISh_32km,Open
2070,17,68.946106,ULB_fETISh_32km,Open
2071,17,69.171,ULB_fETISh_32km,Open
2072,17,69.403534,ULB_fETISh_32km,Open
2073,17,69.64085,ULB_fETISh_32km,Open
2074,17,69.87231,ULB_fETISh_32km,Open
2075,17,70.10322,ULB_fETISh_32km,Open
2076,17,70.334694,ULB_fETISh_32km,Open
2077,17,70.56542,ULB_fETISh_32km,Open
2078,17,70.7936,ULB_fETISh_32km,Open
2079,17,71.0225,ULB_fETISh_32km,Open
2080,17,71.25356,ULB_fETISh_32km,Open
2081,17,71.4802,ULB_fETISh_32km,Open
2082,17,71.705666,ULB_fETISh_32km,Open
2083,17,71.93659,ULB_fETISh_32km,Open
2084,17,72.16334,ULB_fETISh_32km,Open
2085,17,72.39452,ULB_fETISh_32km,Open
2086,17,72.61857,ULB_fETISh_32km,Open
2087,17,72.841576,ULB_fETISh_32km,Open
2088,17,73.06416,ULB_fETISh_32km,Open
2089,17,73.28527,ULB_fETISh_32km,Open
2090,17,73.507,ULB_fETISh_32km,Open
2091,17,73.727745,ULB_fETISh_32km,Open
2092,17,73.9474,ULB_fETISh_32km,Open
2093,17,74.174706,ULB_fETISh_32km,Open
2094,17,74.4001,ULB_fETISh_32km,Open
2095,17,74.62829,ULB_fETISh_32km,Open
2096,17,74.85623,ULB_fETISh_32km,Open
2097,17,75.08151,ULB_fETISh_32km,Open
2098,17,75.30181,ULB_fETISh_32km,Open
